Year(Release_Date),Developer,Count(*)
2011,"Robot Entertainment",4
2011,"Rockstar Games",3
2011,"Rockstar Leeds",2
2011,"Rocksteady Studios",4
2011,"Saber Interactive",1
2011,"Sandswept Studios",2
2011,"Secret Base",2
2011,SEGA,18
2011,Sidhe,1
2011,"Sigma Team Inc.",1
2011,"Silent Dreams",1
2011,SimBin,4
2011,"SimBin Studios AB",1
2011,Sledgehammer,3
2011,"Sledgehammer Games",3
2011,"Slightly Mad Studios",1
2011,"Smestorp Limited",2
2011,"Snowblind Studios",1
2011,"Sony Online Entertainment",2
2011,"Sony Online Entertainment, LLC.",1
2011,"Spectral Games",2
2011,Spellbound,1
2011,"Spellbound Studios",1
2011,"Spicy Horse Games",1
2011,"Spiderweb Software",2
2011,"Splash Damage",6
2011,SPLine,1
2011,"Squid In A Box Ltd",2
2011,"Stainless Games",2
2011,"Stainless Games Ltd",6
2011,"Stairway Games",1
2011,"Stardock Entertainment",4
2011,"State of Play Games",1
2011,"Steel Monkeys",2
2011,"Stout Games",2
2011,Straandlooper,1
2011,"Streum On Studio",1
2011,"Studio Pixel",2
2011,Studio4,2
2011,"Stunlock Studios",1
2011,"Supergiant Games",3
2011,"Swing Swing Submarine",4
2011,"TaleWorlds Entertainment",2
2011,"Team 6 Studios",2
2011,"Team Bondi",2
2011,"Team17 Digital Ltd",11
2011,"Team17 Software Ltd.",11
2011,"Telltale Games",3
2011,"The Creative Assembly",8
2011,"The Sims Studio",12
2011,"Thomson Interactive",2
2011,"Three Donkeys LLC",1
2011,"Three Rings",2
2011,"TimeGate Studios",11
2011,"Total Eclipse",2
2011,"Total Eclipse Games",2
2011,"Total Eclipse P.C.",1
2011,"Totem Games",3
2011,"Traveller's Tales",2
2011,"Trendy Entertainment",11
2011,Treyarch,4
2011,"Trine Studios",1
2011,Trinoteam,1
2011,"Trion Worlds",1
2011,"Tripwire Interactive",4
2011,"Two Tribes",2
2011,"Uber Entertainment",2
2011,"Ubisoft Montpellier",2
2011,"Ubisoft Montreal",3
2011,"Ubisoft Reflections",1
2011,"Ubisoft Romania",1
2011,UIG,2
2011,"Unicorn Games Studio",4
2011,Valve,2
2011,"Vanguard Games",1
2011,"Vicious Cycle Software, Inc.",1
2011,"Virtual Prophecy Entertainment",1
2011,"Visceral Games",1
2011,"Visual Concepts",1
2011,Vlambeer,1
2011,"Vogster Entertainment",1
2011,Volition,9
2011,VStep,3
2011,"WXP Games, LLC",2
2011,YeaBoing,1
2011,Zachtronics,3
2011,"Zeboyd Games",2
2011,Zeroscale,2
2012," Cornfox & Brothers Ltd.",1
2012,1C-SoftClub,4
2012,"2x2 Games",3
2012,"3 Sprockets",1
2012,"38 Studios",5
2012,3Division,2
2012,"5th Cell Media",1
2012,773,1
2012,"ACD Systems International Inc.",1
2012,Acquire,7
2012,"ACQUIRE Corp.",1
2012,Aerosoft,2
2012,Ageod,1
2012,"Airtight Games",5
2012,"Airtight Games, Inc",1
2012,"Aleksey Abramenko",2
2012,Alkemi,1
2012,AllAboard,2
2012,"Almost Human Games",1
2012,"Amanita Design",1
2012,"AMPLITUDE Studios",2
2012,"Animation Arts",3
2012,Ankama,1
2012,"Ankama Play",2
2012,"Arcen Games, LLC",3
2012,"Arkane Studios",2
2012,Arkedo,4
2012,"Arrowhead Game Studios",7
2012,Ascaron,2
2012,"ASK Homework",1
2012,Aspyr,3
2012,"Aspyr (Mac & Linux)",7
2012,"Aspyr (Mac)",4
2012,"Aspyr (Mac, Linux)",1
2012,"Aspyr (Mac, Linux, & Windows Update)",2
2012,"Aspyr Media, Inc.",3
2012,AWAR,3
2012,b-Alive,3
2012,Beenox,6
2012,"Ben Prunty Music",1
2012,"Benjamin Rivers",1
2012,"Bethesda Game Studios",3
2012,Biart,1
2012,"Big Huge Games",5
2012,"Big Robot Ltd",1
2012,"Bigmoon Studios",1
2012,"Bit Planet Games, LLC",2
2012,"Bithell Games",1
2012,"BitSits Games",1
2012,"Black Forest Games",3
2012,"Black Market Games",2
2012,"Black Pants Game Studio",4
2012,"Black Pants Studio",2
2012,"Blackcow Studios",1
2012,"BlackMark Studio",1
2012,"Blendo Games",1
2012,"BlinkWorks Media",1
2012,"Blit Software",2
2012,"Blue Byte",10
2012,BlueByte,10
2012,"Bluegiant Interactive",2
2012,"Bohemia Interactive",8
2012,"Bootsnake Games",1
2012,"Boss Baddie",1
2012,"Brain Candy",2
2012,"Brandon Brizzi",1
2012,Brawsome,1
2012,BUGBEAR,7
2012,"Burut CT",2
2012,"Camel101 LLC",1
2012,"CAPCOM Co., Ltd.",1
2012,"Capcom U.S.A., Inc",2
2012,"Capcom U.S.A., Inc.",41
2012,"Capcom Vancouver",4
2012,Capybara,2
2012,"Capybara Games",1
2012,"Carbon Games",6
2012,Cauldron,2
2012,"CD PROJEKT RED",1
2012,"Christine Love",2
2012,"Cipher Prime Studios",5
2012,"City Interactive",3
2012,"Cloud 9 Studio",1
2012,"Cobra Mobile",4
2012,"Cobra Mobile Limited",2
2012,"Cockroach Inc.",3
2012,"Cockroach Ink.",2
2012,"Codemasters Birmingham",15
2012,"Codemasters Racing Studio",2
2012,"Coffee Stain Studios",2
2012,"Colossal Order Ltd.",6
2012,"Core Design",6
2012,"Coreplay GmbH",8
2012,"Cornfox & Brothers Ltd.",1
2012,"Crankshaft Games",3
2012,"Creative Assembly, PC Port - Hardlight",1
2012,Croteam,4
2012,"Cryptic Studios",3
2012,"Crystal Dynamics",3
2012,CSR-Studios,1
2012,"Curve Studios",2
2012,"Cyan Worlds",1
2012,Cyanide,4
2012,"Cyanide Studio",6
2012,"Cyanide Studio - Spiders Studios",2
2012,"Cyanide Studios ",10
2012,"CyberSports Ltd.",1
2012,"Daedalic Entertainment",10
2012,"Dancing Dots",1
2012,"Dark Artz Entertainment",1
2012,"Data Realms",1
2012,"Data Realms, LLC",1
2012,"David Williamson",1
2012,"Daybreak Game Company",3
2012,"Days of Wonder",9
2012,"Dead Mage",1
2012,"Demiurge Studios",1
2012,"Denis Galanin (mif2000)",1
2012,"Dennaton Games",1
2012,"Destrax Games",1
2012,"Devil's Details",7
2012,"Digital Extremes",2
2012,"Digital Reality",2
2012,"Digital Reality Software & Playbox",2
2012,"Digital Train Models",4
2012,Digitalmindsoft,1
2012,"Double Fine Productions",5
2012,"Doublesix Games",5
2012,"Dovetail Games",102
2012,"DrinkBox Studios",1
2012,Edelweiss,4
2012,"Eden Industries",4
2012,"Edmund McMillen, Florian Himsl",1
2012,"Edmund McMillen, Tyler Glaiel",1
2012,"Empty Clip Studios",1
2012,"Engient, Inc",1
2012,"Ensemble Studios",1
2012,Enterbrain,1
2012,"Eugen Systems",5
2012,exDream,1
2012,"ExDream GmbH",1
2012,"Exor Studios",3
2012,"exosyphen studios",2
2012,"Extend Studio",1
2012,"Eyebrow Interactive",1
2012,"Eyedentity Games Inc.",1
2012,"Fakt Software",4
2012,Fatshark,6
2012,"Feral Interactive (Linux)",3
2012,"Feral Interactive (Mac)",27
2012,"Finn Morgan",1
2012,"Firaxis Games",6
2012,"FireFly Studios",2
2012,"Fishlabs Entertainment GmbH",1
2012,"Flat Software",1
2012,"Flying Squirrel Entertainment",2
2012,"Flying Wild Hog",2
2012,"Freebird Games",2
2012,Frogwares,1
2012,FromSoftware,1
2012,"Full Control / WIT Entertainment",4
2012,"Fun Labs",1
2012,Funcom,1
2012,"Future Studios",1
2012,Futuremark,5
2012,"Futuremark Games Studio",1
2012,"G-Boot Games",1
2012,"Gaijin Entertainment Corporation",5
2012,"Gaijin Games",4
2012,"Games Farm",2
2012,"Games Farm s.r.o.",2
2012,"Gaming Minds",5
2012,"Gaslamp Games, Inc.",2
2012,"Gearbox Software",7
2012,"Giants Software ",3
2012,"Golgoth Studio",2
2012,"Gravity Interactive",1
2012,"Haemimont Games",10
2012,"Hammerpoint Interactive",2
2012,"Hanako Games",3
2012,"Hardsuit Labs",1
2012,"Hassey Enterprises, Inc.",2
2012,"Headup Games",5
2012,"Heavy Iron Studios",1
2012,"Her Interactive",1
2012,"Her Interactive, Inc.",1
2012,"Hi-Rez Studios",1
2012,"Hitbox Team",3
2012,"Human Head Studios",1
2012,"I-deal Games",1
2012,"id Software",2
2012,IllFonic,1
2012,"Illwinter Game Design",1
2012,"Imba Entertainment",4
2012,"increpare games",1
2012,"Infinity Ward",4
2012,"inner seas",1
2012,"Ino-Co Plus",8
2012,"Intoxicate Studios",1
2012,"Introversion Software",2
2012,"inXile Entertainment",6
2012,"IO Interactive",12
2012,IonFx,1
2012,IPACS,1
2012,"Ironclad Games",1
2012,ISOTX,1
2012,"Jagex Limited",1
2012,"Jasper Byrne",1
2012,"Jim Guthrie",2
2012,"Joakim Sandberg",2
2012,KADOKAWA,1
2012,"Keen Software House",3
2012,"Kerberos Productions",1
2012,"KING Art",6
2012,"Klei Entertainment",3
2012,Kukouri,1
2012,"Kyle Pulver",1
2012,"Larian Studios",3
2012,"Lawrence Russell",1
2012,"Level Up Labs, LLC",2
2012,"Limbic Entertainment GmbH",1
2012,"Limbic Entertainment GmhH",1
2012,"Liquid Entertainment",1
2012,"Little Green Man Games",2
2012,"Little Green Men Games",1
2012,Lizsoft,2
2012,"Longbow Games",3
2012,"Looking Glass Studios",2
2012,"Love Conquers All Games",2
2012,"LudoCraft Ltd.",1
2012,"Lukewarm Media",4
2012,"Lunar Giant",1
2012,"Mando productions",1
2012,"Mannu Pach",2
2012,Med-Art,1
2012,"Mercenary Technologies",5
2012,Meshtools,4
2012,mif2000,1
2012,"Might and Delight",2
2012,"Mike Bithell",1
2012,"Mind Over Matter Studios",3
2012,"Misfits Attic",3
2012,"Mode 7",1
2012,Mondoproduction,1
2012,Monolith,1
2012,"Monolith Productions, Inc.",40
2012,"Most Wanted Entertainment",4
2012,"Mountain Sheep Inc.",1
2012,MumboJumbo,7
2012,"Muse Games",3
2012,"N3V Games",2
2012,NDoors,1
2012,"Neko Entertainment",1
2012,"NEOCORE GAMES",2
2012,NeocoreGames,1
2012,"NetherRealm Studios, High Voltage",1
2012,"Nevercenter Ltd. Co.",3
2012,"New Star Games",1
2012,Nexon,7
2012,"NEXON Korea Corp.",1
2012,"Nihon Falcom",3
2012,"Nimbly Games",1
2012,"NQ Games",3
2012,"Obsidian Entertainment",2
2012,"Okugi Studio",3
2012,"Oovee Entertainment",3
2012,"Oovee® Game Studios",2
2012,"OP Productions LLC",2
2012,Opus,1
2012,"Other Ocean Interactive",1
2012,"Overhaul Games",1
2012,"OVERKILL Software",2
2012,"Owlchemy Labs",1
2012,"Pantera Entertainment",1
2012,"Paradox Development Studio",16
2012,"Paradox Interactive",18
2012,"Pendulo Studios",1
2012,"Perfect World Shanghai",3
2012,"Pieces Interactive",6
2012,Pilgway,1
2012,"Piranha Bytes",9
2012,"Pivotal Games",1
2012,"Pixelante Game Studios",1
2012,"PomPom Games",1
2012,"Positech Games",5
2012,"Power of 2",6
2012,Puppygames,3
2012,"Q-Games, Ltd.",3
2012,"Qooc Software",3
2012,"Radical Entertainment",2
2012,"Radioactive Software",1
2012,RailSimulator.com,122
2012,"Ratloop Asia",1
2012,"Raven Software",3
2012,"RC Knight",4
2012,"Reality Pump",3
2012,Rebellion,5
2012,"Red Storm Entertainment",2
2012,"Related Designs",10
2012,Relic,4
2012,"Reloaded Productions",5
2012,"Remedy Entertainment",3
2012,"Remedy Entertainment Ltd.",1
2012,Reppo,2
2012,"Retro Affect",1
2012,"Retro Affect & WiL Whitlark",1
2012,RichMakeGame,1
2012,"Robert Briscoe",1
2012,Robomodo,2
2012,"Robot Entertainment",13
2012,"Rockstar Studios",5
2012,"Rocksteady Studios",3
2012,"Ronimo Games",24
2012,"Rubicon Development",2
2012,"Runic Games",2
2012,"Running With Scissors",2
2012,"Saber Interactive",1
2012,"Sakari Indie & GriN",1
2012,SEGA,6
2012,"Serious Brew",2
2012,"Serious Brothers",2
2012,"Shadow Planet Productions",1
2012,"Shiver Games",2
2012,Shovsoft,1
2012,Sidhe,1
2012,"Sigma Team Inc.",1
2012,"Signal Studios",1
2012,"Silverball Studios",1
2012,"SimBin Studios AB",3
2012,"Slant Six Games",9
2012,Sledgehammer,4
2012,"Sledgehammer Games",4
2012,"Slightly Mad Studios",1
2012,"Smudged Cat Games Ltd",4
2012,"Soldak Entertainment",3
2012,"Sony Online Entertainment",4
2012,Sos,1
2012,"Spaces of Play",1
2012,"Sperasoft, Inc.",1
2012,"Spiderweb Software",5
2012,"Spiral Game Studios",2
2012,"Spooky Squid Games Inc.",2
2012,"Spry Fox LLC",1
2012,"Stainless Games",43
2012,"Stainless Games Ltd",1
2012,"Stardock Entertainment",7
2012,"StarWraith 3D Games LLC",2
2012,"Strange Loop Games",2
2012,"Strawdog Studios Ltd",1
2012,"Streum On Studio",1
2012,"Stunlock Studios",2
2012,"Subatomic Studios LLC",1
2012,"Subset Games",1
2012,Superbrothers,2
2012,"Supermassive Games",1
2012,"SuperVillain Studios",1
2012,"System Prisma",2
2012,"Talawa Games",1
2012,"TaleWorlds Entertainment",2
2012,TAO,1
2012,"Targem Games",5
2012,"Team17 Digital Ltd",4
2012,"Team17 Digital Ltd.",4
2012,Techland,3
2012,"Telltale Games",2
2012,Tennen-sozai,2
2012,"Tequila Works SL",1
2012,"Tequila Works, S.L.",1
2012,"Terry Cavanagh",1
2012,"The Behemoth",4
2012,"The Chinese Room",1
2012,"The Creative Assembly",11
2012,"The Farm 51",2
2012,"The Sims Studio",5
2012,"The Sleeping Machine",3
2012,"thechineseroom & Robert Briscoe",1
2012,"Thomson Interactive",6
2012,"Three Rings",2
2012,"Tiger Style",1
2012,TikGames,1
2012,"Tindalos Interactive",5
2012,"Tomorrow Corporation",1
2012,TORaIKI,2
2012,"Torn Banner Studios",1
2012,"Toxic Games",3
2012,"Trapdoor Inc.",1
2012,Trashmasters,2
2012,"Traveller's Tales",2
2012,"Trendy Entertainment",16
2012,Treyarch,2
2012,"Tribute Games",1
2012,"Tribute Games Inc.",1
2012,"Trickstar Games",9
2012,"Tripwire Interactive",7
2012,"TT Games",1
2012,"Turbine, Inc",2
2012,"Turbine, Inc.",6
2012,"TURBO TAPE GAMES",4
2012,"Turtle Cream",1
2012,"Uber Entertainment",1
2012,"UBIart Montpellier",3
2012,"Ubisoft  Shanghaï",1
2012,"Ubisoft - San Francisco",116
2012,"Ubisoft Montreal",4
2012,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",2
2012,"Ubisoft Paris",2
2012,"Ubisoft – San Francisco",1
2012,"Unigine Corp.",4
2012,"Unigine LLC.",2
2012,"United Front Games",23
2012,"Unknown Worlds Entertainment",4
2012,Valve,2
2012,"Vblank Entertainment, Inc.",1
2012,"Vertigo Games",3
2012,"Vertigo Games BV",3
2012,"Vigil Games",14
2012,"Virtual Railroads",2
2012,virtualRailroads,4
2012,"Visual Concepts",2
2012,Vlambeer,1
2012,Volition,14
2012,VStep,2
2012,"Wadjet Eye Games",4
2012,"Waterlily Games",1
2012,"Wild Shadow Studios",1
2012,Wizarbox,1
2012,"Wormwood Studios",2
2012,"WXP Games, LLC",3
2012,"X1 Software",3
2012,"Xavi Canal, Ben Palgi",2
2012,"Xibalba Studios",1
2012,"XII Games",1
2012,Yager,2
2012,"Yager Development",1
2012,"Yeti Trunk",1
2012,YouNeedABudget.com,2
2012,"YoYo Games Ltd.",11
2012,"Zeal Game Studio",3
2012,"Zeal Game Studios",1
2012,"Zeboyd Games",1
2012,"Zombie Studios",3
2012,"Zombie, Inc.",1
2012,Zootfly,8
2013,"11 bit studios",5
2013,17-BIT,1
2013,"2 Dawn Studios",1
2013,22cans,1
2013,"24 Caret Games",1
2013,2DArray,1
2013,"2K Marin",4
2013,2Play,1
2013,"2x2 Games",1
2013,"3 Sprockets",1
2013,3909,1
2013,"3D Realms",4
2013,"4A Games",9
2013,"4Flash Interactive",2
2013,"5 Ants",1
2013,"505 Games",3
2013,"5th Cell Media",1
2013,"777 Studios",16
2013,"8888888 LABS",1
2013,"8th Floor Games",1
2013,"9heads Game Studios",1
2013,@unepic_fran,1
2013,Aartform,1
2013,"Abbey Games",1
2013,"Abstraction Games",1
2013,"Acclaim Studios Teeside",1
2013,"ACE Team",2
2013,"Ackk Studios",2
2013,Actalogic,7
2013,"Adam Foster",1
2013,Aerosoft,2
2013,"Agharta Studio",1
2013,Alawar,2
2013,"Alexander Bruce",1
2013,"Alexander Poysky",1
2013,"Alexey Bokulev",1
2013,"Alexey Bokulev / Snowbird Games",1
2013,Allegorithmic,2
2013,Allgraf,2
2013,"Ambient Design Ltd.",1
2013,"AMPLITUDE Studios",3
2013,"Andrew Morrish",1
2013,"Andrii Vintsevych",1
2013,"Animation Arts",1
2013,"Ankama Play",1
2013,"Anthony Rotondo",1
2013,"Anti Matter Games",2
2013,"Apus Software",1
2013,"Arachnid Games",1
2013,"Arcen Games, LLC",6
2013,"Archive Entertainment",1
2013,"Arkane Studios",3
2013,"Arkavi Studios",1
2013,Arkedo,1
2013,"Armstrong Powerhouse",2
2013,"Arrowhead Game Studios",2
2013,"Artifice Studio",2
2013,Artplant,1
2013,"Aspyr (Mac & Linux)",29
2013,"Aspyr (Mac and Linux)",2
2013,"Aspyr (Mac)",6
2013,"Aspyr (Mac, Linux)",1
2013,"Aterdux Entertainment",1
2013,"Atomix Productions",1
2013,"Auroch Digital",1
2013,"Avalanche Studios",2
2013,"Aventurine SA",1
2013,"Awesome Games Studio",1
2013,"Axis Game Factory",4
2013,"Axis Game Factory LLC",3
2013,b-Alive,2
2013,"BattleGoat Studios",1
2013,Beamdog,3
2013,"BeautiFun Games",1
2013,"Behaviour Interactive",1
2013,"Behold Studios",1
2013,"Ben Garney",1
2013,BetaDwarf,3
2013,"Bethesda Game Studios",1
2013,"Big Robot Ltd",1
2013,"Binary Fortress Software",1
2013,"Black Forest Games",1
2013,"Blackmill Games",1
2013,Bleank,2
2013,"Blue Bottle Games",3
2013,"Blue Byte",2
2013,"Blue Isle Studios",2
2013,"BlueGiant Interactive",1
2013,"Bohemia Interactive",9
2013,"Born Ready Games Ltd.",6
2013,"Bossa Studios",1
2013,"Brain Slap Studio",1
2013,BrainDistrict,1
2013,BUGBEAR,1
2013,"ByteRockers' Articy GmbH & Co. KG",3
2013,"Byterockers' Games GmbH & Co. KG",3
2013,"Cadenza Interactive",2
2013,Cakewalk,13
2013,"Candygun Games",4
2013,Capcom,12
2013,"Capcom U.S.A., Inc",6
2013,"Capcom U.S.A., Inc.",10
2013,"Carbon Games",2
2013,"Cardboard Computer",1
2013,"Carlsen Games",1
2013,"Cellar Door Games",1
2013,"Chad Alan Cuddigan",1
2013,"Chainsawesome Games",1
2013,"Chasing Carrots",3
2013,"Cherry Pop Games",1
2013,"Christine Love",2
2013,"Chronic Logic",2
2013,"CI Games",2
2013,"CINEMAX, s.r.o.",1
2013,"Cipher Prime Studios",2
2013,"City Interactive",4
2013,Clickteam,1
2013,"Cliffhanger Productions",4
2013,ClockStone,1
2013,"Code Avarice",1
2013,"CodeBrush Games",1
2013,"Codemasters Birmingham",9
2013,"Codemasters Racing",12
2013,"Coffee Stain Studios",8
2013,"Colin Northway with art by Thomas Shahan",1
2013,"Colossal Order Ltd.",8
2013,"Compulsion Games",2
2013,"Coreplay GmbH",1
2013,Crackshell,1
2013,"Crafty Studios",2
2013,"Crate Entertainment",1
2013,"Crazy Viking Studios",2
2013,"Creative Assembly",7
2013,"Crescent Moon Games",1
2013,"Critical Studio",2
2013,"Crocodile Entertainment",1
2013,"Crunching Koalas",1
2013,"Cryptic Studios",4
2013,"Crystal Dynamics",28
2013,"Cube Roots",1
2013,"Curve Digital",1
2013,"Curve Studios",2
2013,Cyanide,3
2013,"Cyanide Montreal ",3
2013,"Cyanide Studio",2
2013,"CyberConnect 2",2
2013,Cyberdreams,1
2013,"Daedalic Entertainment",12
2013,"Dark Vale Games",5
2013,DarkGod,2
2013,"Darkling Room",2
2013,Darkworks,1
2013,"Days of Wonder",2
2013,"Dead Shark Triplepunch",1
2013,"Deck 13",3
2013,"Deep Silver Volition",21
2013,Degica,21
2013,"Dejobaan Games, LLC",1
2013,"Dekovir Entertainment",1
2013,"Demiurge Studios",8
2013,"Dennaton Games",1
2013,Destrax,1
2013,"Digerati Distribution",1
2013,"Digital Eel",2
2013,"Digital Extremes",7
2013,"Digital Leisure Inc.",3
2013,"Digital Sound Factory",5
2013,"Digital Traction",2
2013,"Digital Train Model (Mannu Pach)",2
2013,DigitalTrainModel,6
2013,"Dischan Media",1
2013,"DnS Development",2
2013,"DONTNOD Entertainment",1
2013,DotEmu,2
2013,"Double Eleven",4
2013,"Double Eleven Limited",2
2013,"Double Fine Productions",5
2013,"DoubleDutch Games",1
2013,"Doublesix Games",2
2013,"Dovetail Games",82
2013,"DPad Studios",1
2013,Dragonfly,4
2013,Dreamatrix,2
2013,Dreampainters,1
2013,"DrinkBox Studios",1
2013,Droqen,1
2013,"Dumb and Fat Games",2
2013,"Dylan Fitterer",1
2013,"Eagle Dynamics",10
2013,"Ed Key and David Kanaga",1
2013,"Eden Games",1
2013,"Eden Industries",2
2013,Egosoft,4
2013,"Eidos Montreal",2
2013,EightyEightGames,1
2013,"Eko Software",2
2013,"Elemental Games",2
2013,"Endless Loop Studios",1
2013,"Enigma SP",3
2013,"Ensemble Studios",1
2013,Enterbrain,7
2013,"Entheogen Studios LLC",2
2013,"Epiphany Games",2
2013,"Eric Chahi",1
2013,"Eric Hartman",1
2013,"Escape Hatch Entertainment, LLC",1
2013,"Eugen Systems",3
2013,Eutechnyx,6
2013,"Ex Nihilo",2
2013,"Exato Games Studio",4
2013,"Exor Studios",3
2013,"exosyphen studios",13
2013,"Facepunch Studios",1
2013,"Fakt Software",1
2013,"Fantasy Flight Publishing, Inc.",1
2013,"FarSight Studios",7
2013,Fatshark,3
2013,"Feral Interactive (Linux)",98
2013,"Feral Interactive (Mac)",122
2013,"Filament Games",1
2013,"Final Boss Entertainment",1
2013,Firaxis,1
2013,"Firaxis Games",6
2013,"Fire Hose Games",2
2013,"Firebrand Games",3
2013,"Firedance Games",1
2013,"FireFly Studios",5
2013,"Fishcow Studio",2
2013,"FIX Games",1
2013,"FIX Games, Co. LTD",1
2013,"FIX Korea",7
2013,"FIX Korea, Co.LTD",1
2013,"Flippfly LLC",1
2013,"Flying Wild Hog",2
2013,"Flyleap Studios Pty. Ltd.",1
2013,"Focus Home Interactive",2
2013,"Forever Entertainment S. A.",2
2013,"Forgotten Empires",1
2013,"Fragment Production Ltd",2
2013,"Francisco Téllez de Meneses",1
2013,"FreakZone Games",1
2013,"Freedom Factory",2
2013,"Frima Studio",1
2013,Frogwares,1
2013,Frozenbyte,2
2013,"Full Control / WIT Entertainment",6
2013,"Full Control Studios",3
2013,FullPowerSideAttack.com,1
2013,Funcom,4
2013,Futuremark,4
2013,FuturLab,1
2013,G-Trax,6
2013,"Gaijin Entertainment",8
2013,"Gaijin Games",5
2013,"Galactic Cafe",2
2013,Gamepires,2
2013,"Games Distillery s.r.o.",2
2013,"Games Farm",2
2013,"Games Foundry",2
2013,"Gazillion Entertainment",20
2013,"Gearbox Software",47
2013,"Geeta Games",2
2013,"General Arcade",3
2013,"Geniaware Srl",5
2013,"Geoff Keighley",1
2013,Ghostlight,27
2013,"Giants Software",5
2013,GNTX,2
2013,"Gogii Games",1
2013,"Going Loud Studios",1
2013,"Goldhawk Interactive",1
2013,GRAOUMF,4
2013,"Gravity Interactive",3
2013,"Gravity, Inc.",5
2013,"Greenheart Games",2
2013,"Grinding Gear Games",2
2013,"Haemimont Games",14
2013,"Halycon Media GmbH & Co. KG",1
2013,"Hanako Games",1
2013,"Handyman Studios",1
2013,"Harebrained Schemes",1
2013,"Harvester Games",1
2013,"Hashbang Games",2
2013,"Headup Games",1
2013,"Heavy Iron Studios",1
2013,"Hello Games",3
2013,"Her Interactive, Inc.",1
2013,"Hi-Rez Studios",2
2013,"Hidden Path Entertainment",1
2013,"Hidden Path Entertainment, Ensemble Studios",2
2013,"Hidden Path Entertainment, Inc.",1
2013,"High Moon Studios",2
2013,"High Voltage Software",3
2013,Hitcents,2
2013,"Hopoo Games, LLC",2
2013,"Humble Hearts LLC",1
2013,"Hydravision Entertainment",1
2013,HyperSloth,1
2013,I-Illusions,2
2013,"Ian Campbell",1
2013,"Ice-pick Lodge",1
2013,"Illwinter Game Design",2
2013,Image&Form,2
2013,"Impromptu Games",1
2013,"Indie Stone Studios",1
2013,"Infinity Ward",5
2013,Influenzo,2
2013,"inner seas",1
2013,"Interceptor Entertainment",5
2013,"Internal Games",1
2013,"InterWave Studios",1
2013,"Intoxicate Studios",2
2013,"inXile Entertainment",2
2013,"iPi Soft ",2
2013,"Iron Galaxy Studios",3
2013,"Iron Galaxy Studios, LLC",2
2013,"Iron Tower Studio",1
2013,"Ironclad Games",5
2013,"Irrational Games",5
2013,ISOTX,1
2013,"Jackbox Games, Inc.",9
2013,"JC2-MP Team",2
2013,"Jet Set Games",3
2013,Jigxor,1
2013,"JoWooD Vienna",1
2013,KADOKAWA,2
2013,"Katauri Interactive",2
2013,"Keen Software House",3
2013,"Keith Ross",2
2013,"Kerberos Productions",4
2013,"Kerberos Productions Inc.",4
2013,"KillHouse Games",1
2013,"KING Art",1
