Year(Release_Date),Developer,Count(*)
2015,"Bloodshadow Games",1
2015,"Bloodwolf Studio",1
2015,"Blossom Games",1
2015,"Blubox Soft",1
2015,"Blue Byte",7
2015,"Blue Mammoth Games",2
2015,"Blue Manchu",1
2015,"Blue Paper Film Works",1
2015,"bluebox interactive",1
2015,"BlueEagle Productions",1
2015,"Bluehole Ginno Games",3
2015,"Bluehole Inc.",2
2015,"Bluehole Studio",5
2015,"BlueLine Games",2
2015,Bluestrike,1
2015,bluffman,1
2015,"Bob the Game Development Bot",1
2015,"Bohemia Interactive",1
2015,Boiagames,1
2015,"Bolder Games",1
2015,"Bolt Creative",1
2015,BonusXP,1
2015,Boogygames,2
2015,"Boris Blosse",2
2015,"Bossa Studios",1
2015,"Bottle Rocket FX",1
2015,"Brace Yourself Games",3
2015,"Bradley Elam",1
2015,"Brain and Nerd Ltd",1
2015,"Brain Dead Software",1
2015,"Brain Seal Ltd",1
2015,"Brainbox Software",2
2015,Brainchild,2
2015,BrainGoodGames,1
2015,"Brainshape Games",2
2015,"Brainwashing games",1
2015,"Brandon Brizzi",2
2015,BrashMonkey,5
2015,"Brave Giant LTD",1
2015,Bravewave,1
2015,"Bread Vision Studios LLC",1
2015,Breakfall,1
2015,"Breaking Fourth",1
2015,"Brendon Pywell",1
2015,"Brian Cullen",1
2015,"Brian Holmes",1
2015,"Broken Window Studios",1
2015,Brucefilm,2
2015,"Brushfire Games",4
2015,"BSK Games",2
2015,BTNcafe,1
2015,"Bubble Head Games",1
2015,"Buff Studio Co.,Ltd.",1
2015,Bugendai,1
2015,"Buka Entertainment",1
2015,"Buko Studios",1
2015,Bulbware,2
2015,"Bulkhead Studios Corporation",1
2015,"Bulwark Studios",1
2015,"Bundle Of Sticks Studios",1
2015,Bunnycopter,1
2015,"Burning Dog Media",1
2015,"Burnt Fuse",1
2015,"Burrito Studio",2
2015,"Burut CT",1
2015,"Bury Mis Productions",1
2015,"Byte-UP Co., ltd.",1
2015,Bytebin,1
2015,"Byterockers' Games GmbH & Co. KG",1
2015,"ByteTrail Software",1
2015,"Byzantine Games",1
2015,C3SK,2
2015,"C63 Industries",2
2015,Cabygon,2
2015,"Caipirinha Games",2
2015,Caj81,1
2015,Cakewalk,1
2015,"Calvino Noir Limited",1
2015,"Camel 101",1
2015,"Cameron Baxter",1
2015,"Cameron Kunzelman",3
2015,Camouflaj,2
2015,"Camshaft Software",2
2015,"Candescent Games, Inc",1
2015,"Candlelight Studios",1
2015,"Cantina Games and Entertainment, Inc.",1
2015,Capcom,33
2015,"CAPCOM Co., Ltd.",11
2015,"Capcom Vancouver",4
2015,"Cape Guy Ltd",1
2015,"Capribyte Studios",1
2015,"Capybara Games",1
2015,Carbon,1
2015,"Cardboard Sword Limited",1
2015,Carenado,15
2015,"Carlo D'Apostoli Projects",4
2015,"Carlos Vázquez Ordóñez",1
2015,"Carlotta Tatti",1
2015,"Carmine T. Guida",3
2015,"Case in Point Studios, LLC",1
2015,Casiualogic,1
2015,"Castle art by Yuriy Gusev",1
2015,"CastleAbra Studios",1
2015,"Casual Labs",2
2015,"CAT IN JAR GAMES",1
2015,"Cat Rabbit",2
2015,Cat5Games,1
2015,"Catalyst Games Lab",1
2015,"Cateia Games",3
2015,"Cats Who Play",1
2015,"CAVE Interactive CO.,LTD.",3
2015,"Cavedog Entertainment",1
2015,"Cavelight Entertainment",1
2015,CAVYHOUSE,3
2015,CCCP,3
2015,CCP,5
2015,"CD Jones",1
2015,"CD PROJEKT RED",16
2015,"Ceiba Software and Arts",1
2015,Celeris,1
2015,Celianna,1
2015,"Cellbloc Studios",1
2015,"Cemil Tasdemir",1
2015,"Chain Studios",1
2015,"Chainsaw Syndicate",1
2015,"Chainsawesome Games",2
2015,"Chaos Industries",1
2015,Chaphat,1
2015,Chara-Ani,1
2015,"Charyb Games",1
2015,"Charybdis Ltd",2
2015,"Chasing Carrots",2
2015,"Chemistry Laboratories",1
2015,Cheritz,1
2015,"Cherry Co. Studios",1
2015,"Cherry Pop Games",8
2015,Cherry-sama,1
2015,"Chicago & Southwest Productions",1
2015,"Childish Things",1
2015,"Chimera Entertainment",2
2015,Chipzel,2
2015,"ChiVue Games",1
2015,Chocoarts,1
2015,"Chocolate Liberation Front",1
2015,"Choice of Games",31
2015,"Choice Provisions",1
2015,"Chris Christodoulou",1
2015,"Chris Chung",2
2015,"Chris Hopkin",1
2015,"Chris Johnson",1
2015,"Chris Larkin",2
2015,"Chris McFarland",2
2015,"Chris Sawyer",1
2015,"Christoph Winkler",1
2015,"Christopher Cinq-Mars Jarvis",2
2015,"Christopher Hoag",1
2015,"Chronicle Bench",1
2015,Chu-3,3
2015,"CI Games",1
2015,"Cinema Lapiniere",1
2015,"CINEMAX, s.r.o.",3
2015,"Cinopt Studios",1
2015,"Circle Five Studios",2
2015,"Circle The Wagen, LLC",1
2015,"Ciro Continisio",3
2015,"Citeremis Inc.",1
2015,CivilSavages,1
2015,"Claeys Brothers",1
2015,"Clarus Victoria",1
2015,ClarusVictoria,1
2015,"Claudio Panzanaro",1
2015,CleanWaterSoft,1
2015,Cleverweek,6
2015,"Clewcat Games",1
2015,"Cliax Games",1
2015,"ClickShake Games LLC",1
2015,"Cliffhanger Productions",11
2015,"Climax Studios",1
2015,"Clockwork Cuckoo",1
2015,ClorithStudio,1
2015,"CM Softworks",1
2015,"CoaguCo Industries",2
2015,"Coasting Films, LLC",1
2015,Cobalt-57,1
2015,Cococucumber,1
2015,"Code Club AB",1
2015,"Code Headquarters LLC",1
2015,"Code Mystics",1
2015,Codemasters,2
2015,"Codemasters Racing Studio",2
2015,"Codename Entertainment Inc.",1
2015,Codeusa,2
2015,"Codex Worlds",1
2015,Code}{atch,1
2015,"Coldrice Games LLC",1
2015,"Coldwood Interactive",1
2015,"Cole Neumann",1
2015,"ColePowered Games",1
2015,"Colin Sanders",1
2015,"Collected Worlds",1
2015,"Collectif Nemoïd",1
2015,"Colludium Ltd",2
2015,"Colossal Order Ltd.",2
2015,"Colton Bone",1
2015,"ComiPo! LLP",1
2015,"Compile Heart",9
2015,"Cone Arts",1
2015,"Conflux Games",2
2015,"Confused Genius",2
2015,"Connor Ullmann",1
2015,"Conor Strejcek",1
2015,"Convoy Games",1
2015,"Cooply Solutions",1
2015,"Corbie Games",2
2015,Coredumping,1
2015,"CorePunch Gamestudio",1
2015,"Cornfox & Bros.",1
2015,"Corrosive Studios LLC",4
2015,CorypheeSoft,2
2015,"Cosimo Menga",1
2015,Cosmi,2
2015,"Cosmic Logic",2
2015,"Coty Getzelman",1
2015,"CounterCurrent Games",1
2015,"Cowardly Creations",3
2015,"Cowboy Color",1
2015,"CP Decision",1
2015,CPsoft,2
2015,"Crafty Studios",1
2015,"Craig Daversa",1
2015,"Craig Gibbs",1
2015,"Crank Goblin",1
2015,Cranktrain,2
2015,"Crashable Studios",3
2015,"Crayder Studios",1
2015,"Craze Creative Studios",2
2015,"Crazy Monkey Studios",1
2015,"Creatio 49",1
2015,"Creative Assembly",15
2015,"Creative Film Management",1
2015,"Creative Rail",1
2015,"CreativeForge Games",2
2015,Crecatsoft,1
2015,"Creepy Cute",1
2015,Creobit,6
2015,CreoFUGA,1
2015,Creoteam,2
2015,"Crescent Moon Games",1
2015,"Crian Soft",2
2015,"Crimson Night",2
2015,"Crimson Owl Studios",1
2015,"Crispon Games",1
2015,"Critical Bit",1
2015,"Critical Games",3
2015,Cross-Product,1
2015,Croteam,2
2015,"Crowbar Collective",1
2015,"Crows Crows Crows",1
2015,"Cryo Interactive",1
2015,"Crystal Dynamics",5
2015,"Crystal Labs",1
2015,Crytek,1
2015,"Crytivo Games",1
2015,"CS Squared Games",1
2015,"Cuddly Zombie Games",1
2015,"Cunning Force Games",1
2015,"Curse Box Studios",1
2015,"Cuveet Story",1
2015,"Cyanide Studio",1
2015,"Cyanide Studios",3
2015,"Cyber Rhino Studios",1
2015,cybercritics,1
2015,CyberLink,3
2015,Cybernate,1
2015,CyberphobX,1
2015,"Cybertime System",1
2015,"Cylight Studios",2
2015,Cylne,1
2015,"Cyril Megem",1
2015,D-Games,1
2015,"D3DGear Technologies",1
2015,"Da Picky Monkey",1
2015,"Daedalic Entertainment",3
2015,"Dagestan Technology",4
2015,"Dan Dez",1
2015,"Dan FitzGerald",1
2015,"Dan Fornace",1
2015,"Dan Games",1
2015,"Dan Kramer",1
2015,"Dancing Dragon Games",1
2015,"Dangerous Derk Interactive",1
2015,"Daniel Davies",2
2015,"Daniel Fernandez Chavez",1
2015,"Daniel Jonathan Bourke",1
2015,"Daniel Linssen",1
2015,"Daniel Mercier",1
2015,"Daniel Ritchie - Squirreldome.com",1
2015,"Daniel Spruce",1
2015,DanielDavisGames,1
2015,"Daniele Giardini",1
2015,"Danny Wei",1
2015,"Dapper Swine",2
2015,"Darius Bode",1
2015,"Dark Amber Softworks",1
2015,"Dark Computer Entertainment Ltd.",2
2015,"Dark Day Interactive",2
2015,"Dark Fox",1
2015,"Dark Gaia Studios",2
2015,"dark made games",1
2015,"Dark Program Productions LLC",1
2015,"Dark Roast Entertainment",1
2015,"Dark-Spot Studio",2
2015,"DarkArts Studios",2
2015,"Darkling Room",2
2015,"Darkmire Entertainment",1
2015,"DarkStar Games",1
2015,DarkTigerDevelop,1
2015,"David Erosa",1
2015,"David Gow",1
2015,"David Kanaga",1
2015,"David Lawrence",1
2015,"David M.",1
2015,"David Mulder",1
2015,"David Newton",2
2015,"David O'Boyle",1
2015,"David Stark",1
2015,"David Szymanski",6
2015,"David Vogt",1
2015,"David Wehle",1
2015,"Davioware and Quazi",1
2015,"Day Dreamer Games",1
2015,"Daybreak Game Company",15
2015,"Dayjob Studio",1
2015,"Daylight Studios",2
2015,"Daylight, LLC",1
2015,Days,1
2015,"Days of Wonder",2
2015,"DDD Wares",1
2015,"Dead Mage",2
2015,DEADFACTORY,1
2015,"deadweight games",1
2015,DeanForge,1
2015,"DebonosuWorks Inc.",1
2015,Decane,1
2015,"Decaying Logic",3
2015,"Decent Machine",1
2015,"Deceptive Games",1
2015,"Deck 13",1
2015,Deck13,3
2015,"Decky Coss",1
2015,"Deco Digital",2
2015,"Deep Fried Enterprises",1
2015,"Deep Silver Volition",2
2015,"Defiant Development",3
2015,"Defroids team",1
2015,Degica,7
2015,"Deion Mobile",1
2015,"Delirium Studios",1
2015,"Delve Interactive",2
2015,"Denis Esie",1
2015,"Denis Lapiner",1
2015,"Denis Novikov",1
2015,"Dennaton Games",2
2015,"Denneko Yuugi",1
2015,"Descendent Studios Inc.",1
2015,"Design Factory",1
2015,DesktopPaints,1
2015,"Destructive Creations",1
2015,desunoya,3
2015,Detective,1
2015,"Dev Arc",1
2015,"Devespresso Games",1
2015,devFluid,1
2015,"Devin Sherry",1
2015,Devolver,1
2015,devotid,1
2015,"devotid Media",1
2015,DevQ1,1
2015,DeXP,2
2015,"DEZ Studio",6
2015,"DFour Games",1
2015,DGform,1
2015,"Dharker Studio",5
2015,"Diegetix Sound LLC",4
2015,"DiggerWorld Ltd.",1
2015,"Diggidy.net, LLC",2
2015,"Digital Concepts",1
2015,"Digital Confectioners",17
2015,"Digital Dawn Studios",1
2015,"Digital Dreams Entertainment LLC",1
2015,"Digital Eel",2
2015,"Digital Entertainment",1
2015,"Digital Extremes",4
2015,"Digital Furnace Games",1
2015,"Digital Homicide Studios",6
2015,"Digital Leisure Inc.",1
2015,"Digital Lightning Studios",1
2015,"Digital Media Workshop",1
2015,"Digital Melody",1
2015,"Digital Skills",1
2015,"Digital Soul Games",1
2015,"Digital Train Model",1
2015,Digitalmindsoft,4
2015,DigitalTrainModel,3
2015,"Digitial Skills",1
2015,Diios,1
2015,"Dima Kiva",1
2015,dimecoin,1
2015,"Diminished Studios",1
2015,"Dimmdrive Inc.",1
2015,DIMPS,5
2015,Dingaling,1
2015,"Dingo Games",1
2015,"Dinosaur Polo Club",1
2015,"Dirk Schreiter",1
2015,"Disparity Games",2
2015,"Displace Media",1
2015,"Dissident Logic",1
2015,Ditto,1
2015,Diviad,1
2015,"Dlala Studios",1
2015,"DM Media",2
2015,"Doctor Entertainment AB",3
2015,"Dogenzaka Lab",1
2015,"Dolores Entertainment",1
2015,"Dominic Qwek Art",4
2015,"Dominique Grieshofer",1
2015,"Don Whitaker",2
2015,"DONTNOD Entertainment",2
2015,"Donut Games",1
2015,"Doomster Entertainment",1
2015,DopplerFrog,1
2015,"Dorado Games",4
2015,"Dot Dream",1
2015,DotEmu,9
2015,"Double Damage Games",1
2015,"Double Eleven",1
2015,"Double Fine Productions",3
2015,"DoubleBear Productions",2
2015,"Dovetail Games",57
2015,"Down Here Productions",1
2015,Doyodo,2
2015,"DQ Team",2
2015,"Dr. Kimberly Voll",1
2015,"Drago Entertainment",3
2015,Dragom,1
2015,"Dragon's Games",1
2015,"Dragonflight LLC",1
2015,"DragonHead Studio",1
2015,"Drawbridge Designs",1
2015,Dreadbit,4
2015,"Dreadlocks Ltd",1
2015,"Dreadlocks Ltd.",2
2015,Dreamatrix,3
2015,"Dreamloop Games",1
2015,"Dreamsite Games",2
2015,DreamsSoftGames,4
2015,Dreamworlds,1
2015,"Drixy Games",1
2015,Droog71,1
2015,DropDGames,1
2015,"Drowning Monkeys Games",1
2015,"Dry Cactus",1
2015,"DSK Green Ice Games",1
2015,"DSK Studios Pvt. Ltd",1
2015,"dSky9, Inc.",1
2015,"DTF games",1
2015,"Dubrovkin Sergei",1
2015,"DuCats Games Studio",1
2015,Duckbridge,3
2015,"Duckvalley Productions",1
2015,"Duct Tape Games",1
2015,Duion,1
2015,"Dumb and Fat Games",2
2015,Dumbfounded,1
2015,"Dust Scratch Games",2
2015,"Dustin Gunn",2
2015,dustinaux,1
2015,"Dwarves Might Fly",1
2015,"DYA Games",2
2015,"Dylan Fitterer",2
2015,"Dylan Wentz",1
2015,Dysotek,1
2015,"E-Line Media",2
2015,"Eagle Dynamics",3
2015,earrgames,1
2015,"EasyAntiCheat Ltd",1
2015,"Eat Create Sleep",4
2015,ebi-hime,3
2015,"Ebonscale Games",2
2015,"Eclipse Games",1
2015,"Ectoplasm Studio Inc.",1
2015,"Ed Curtis-Sivess",1
2015,"Eddy Games",1
2015,"Eden Industries",1
2015,"Edge Case Games Ltd.",1
2015,"Edmund McMillen",2
2015,"Eerie Games",1
2015,"Efecto Studios",1
2015,Eforb,1
2015,EGCL,1
2015,Eggcode,1
2015,"eight game studio",1
2015,EightyEightGames,1
2015,"Eko Software",5
2015,ektomarch,1
2015,"Ekuator Games",2
2015,"El Huervo / Niklas Åkerblad",1
2015,ElagoTech,2
2015,"Elder Games",2
2015,"Electric Monk Media",1
2015,"Electric Rune",1
2015,"Electroplasmatic Games",3
2015,"Eleon Game Studios",1
2015,"Elev8 Games",1
2015,"ElevenSeventy, LLC",2
2015,"Elias Viglione",5
2015,"Elijah Mills",1
2015,"Elizabeth Flynn",7
2015,Elushis,1
2015,Emad,1
2015,"Emberheart Games",1
2015,"Emeryon games",1
2015,"Emmanuel Salva Cruz",1
2015,"Emmett Butler",1
2015,"EmpI Studios",2
2015,"En Masse Entertainment",6
2015,Encryptique,1
2015,"Endeavor One Inc.",1
2015,"Endemol Shine UK",1
2015,"Endgame Studios",1
2015,"Endless Loop Studios",6
2015,"energy milk",1
2015,Enitvare,1
2015,ENKSoft,1
2015,"Enlight Software Limited",4
2015,Enterbrain,3
2015,"Entity Medialab",1
2015,"Enzo Whyte",1
2015,"Epic Devs LLC",1
2015,"Epic LLama",1
2015,"EpicHouse Studios LLC",1
2015,"Epiphany Games",1
2015,Eplixe,1
2015,"Erdem Sen",2
2015,"Eric Hornby",1
2015,"Eridani Games",2
2015,"Erik Asmussen",2
2015,"Erik Svedäng",1
2015,"Ern? Király",1
2015,"Erotes studio",2
2015,"Erwin Wolf",1
2015,"Escalation Studios, Inc",1
2015,"Escape Hatch Entertainment,LLC",1
2015,Estelion,1
2015,"Estudio Raed Wulf",1
2015,"Ethereal Darkness Interactive",2
2015,"Eugen Systems",2
2015,"Europe at War Development Team",1
2015,Eutechnyx,5
2015,"Evallis Entertainment",1
2015,"Evan (Solidplasma) Peiperl",1
2015,"Evan Szymanski",1
2015,"Evan Todd",3
2015,"Evan Tognotti",2
2015,Evergreen,1
2015,Eversim,1
2015,"Every Single Soldier",1
2015,"Everything Unlimited Ltd.",2
2015,"Evgeny Shcherbakov",1
2015,"Evil Aliens",1
2015,"EXAMU Inc.",1
2015,"Exato Game Studios",1
2015,Excalibur,1
2015,Excamedia,1
2015,"Exe Games Inc.",2
2015,"Exordium Games",2
2015,"exosyphen studios",1
2015,"Expansive Worlds",1
2015,"Experimental Gamer Studios",1
2015,"Extrokold Games",1
2015,"Eyebrow Interactive",1
2015,"EyeSpyda Games",1
2015,EZDesigner,1
2015,"Ezzat Studios",1
2015,"Fabian Jarrett",1
2015,"Fabio Ferrara",1
2015,"Fabio Mosca",1
2015,Fabraz,1
2015,"Factus Games",1
2015,"Failbetter Games",1
2015,"Fair Play Labs",2
2015,Fakedice,1
2015,"Fakt Software",1
2015,"Fallen Tree Games Ltd",4
2015,FallenMaster,2
2015,"Fancy Bytes, Reactor",4
2015,"Fancy Fish Games",8
2015,"Fantasy Flight Games",2
2015,"Faris Mohammed",1
2015,"Farlight Games Industry",1
2015,FarmerGnome,2
2015,FarrugiaSoft,1
2015,"FarSight Studios",2
2015,"Farsky Interactive",1
2015,"FarSpace Studios",2
2015,"Fastermind Games",1
2015,"Fastline Simulation",13
2015,"Fat Loot Games",1
2015,Fatshark,5
2015,Feelthere,1
2015,"Felix Wunderlich",1
2015,"Fenrir Studios",1
2015,"Feral Interactive (Linux)",9
2015,"Feral Interactive (Mac)",13
2015,"Fermenter Games",1
2015,"Fernando Paulo",1
2015,"Fernando Ramallo",1
2015,Fervent,1
2015,"Fictiorama Studios",2
2015,"Fifth Column Features",1
2015,"Filament Features",1
2015,Filimundus,1
2015,"Filip Victor",1
2015,"Film Nova",1
2015,"Film Science",1
2015,Filmnoize,1
2015,"Final Training",1
2015,"Finalboss game studio",1
2015,"Finalspark Gamestudios",1
2015,"Fineway Studios",1
2015,"FingerPunch Games",1
2015,"Fingertip Games UK",1
2015,Finji,1
2015,"FiolaSoft Studio",4
2015,"Firaxis Games",2
2015,"Fire Hose Games",2
2015,"FireFly Studios",6
2015,"First Class Simulations",8
2015,FirstForever,1
2015,"FirstForever Studios",3
2015,"Fishing Planet LLC",12
2015,Fivang,1
2015,"Five and Four",1
2015,"Five Archers Games",1
2015,"Five Cubed",1
2015,"FIVE-BN GAMES",4
2015,"Fixer Games",1
2015,"Fixpoint Productions",1
2015,"Flaming Pumpkin Ltd",1
2015,"Flashback Games",6
2015,"Flashpoint Studios",1
2015,"Flat Earth Games",1
2015,"Flatline games",1
2015,Flenx,1
2015,FlexileStudio,1
2015,"Flight Systems LLC",1
2015,Flightless,1
2015,"Flippfly LLC",2
2015,"Flix Interactive",1
2015,"Fluffy Kitten Studios",3
2015,"Fluid Games",1
2015,"Flump Studios",4
2015,"Flying Cafe for Semianimals",2
2015,"Flying Helmet Games",1
2015,"Flying Mollusk",1
2015,"Flying Mollusk, LLC",1
2015,FNGames,1
2015,"FOAM Entertainment",1
2015,"Focus Home Interactive",2
2015,Footmade,1
2015,"For All To Play",2
2015,"Forbes  Consult Ltd",7
2015,"Forbes Consult Ltd",1
2015,"Force Of Habit",1
2015,Forcequitapplicatons,1
2015,"Forever Entertainment S. A.",5
2015,ForeverBound,1
2015,"Forge Reply",1
2015,"Forge Reply srl",1
2015,"Forgotten Empires",1
2015,"Formosoft International",1
2015,"Forte Sounds",1
2015,"Forthright Entertainment",1
2015,"Fortress Forever Development Team",1
2015,"Four Lights",1
2015,"Four Quarters",2
2015,FourbitFriday,1
2015,"Fractal Phase",1
2015,"Fragment Production Ltd.",1
2015,FrameLineNetwork,1
2015,"Francesco D'Andrea",1
2015,"Franck Graziano",2
2015,"Freakinware Studios",1
2015,"FreakZone Games",1
2015,"Fred Wood",1
2015,"Frederic Gaillard",1
2015,"Free Lives",2
2015,"Free Reign Entertainment",1
2015,"Freebird Games",3
2015,"Freehold Games",2
2015,FreshGem,1
2015,"Frictional Games",1
2015,friendlyOctopus,1
2015,"Frima Studio",1
2015,Frogames,1
2015,Frogmind,2
2015,"Frogsong Studios AB",1
2015,"From Nothing Game Studios",2
2015,"From Soy Sauce LLC",3
2015,"FromSoftware, Inc",1
2015,"Frontier Developments",1
2015,"Frontier Works",1
2015,Frontwing,3
2015,"Frostcloud Studios",1
2015,"Frozen Dev",2
2015,"Frozen District",1
2015,"Frozen Orb",1
2015,Frozenbyte,1
2015,FS2Crew,1
2015,"FSAddon Publishing",1
2015,FSDG,1
2015,"Full Control",1
2015,"Full Control Studios",2
2015,"Fully Bugged",1
2015,"Fun Infused Games",3
2015,"Funatics Software",5
2015,Funcom,5
2015,"Fungameco Ltd",1
2015,"Funktronic Labs",2
2015,"Funnel Inc.",1
2015,"Funselektor Labs Inc.",1
2015,"Fusty Game",1
2015,"Future Crayon",1
2015,"Future Pastimes",1
2015,Futuremark,6
2015,FutureVisionsGames,1
2015,FuturLab,1
2015,FXpansion,1
2015,G-OLD,1
2015,"G.rev Ltd.",1
2015,"G5 Software",3
2015,GabberGames.com,1
2015,"Gabriel H",1
2015,"Gaddy Games",1
2015,"Gaijin Entertainment",3
2015,"Galaxy Gate",5
2015,Gambrinous,3
2015,"GAME ARTS Co., Ltd.",1
2015,"Game Freak",2
2015,"Game in a Bottle",1
2015,"Game Insight",8
2015,"Game Nation Inc",1
2015,"Game Studio 78",1
2015,"Game Studio Abraham Stolk Inc.",1
2015,"GameArt Studio GmbH",5
2015,Gameguyz,1
2015,"GameIndica Entertainment",2
2015,Gamephase,1
2015,Gamepires,1
2015,"Games by Robert, LLC",1
2015,"Games Farm",1
2015,"Games With Dragons In",1
2015,Gamesare,3
2015,"Gamestar Arts",1
2015,Gamestarters,1
2015,"Gametek Brasil",1
2015,"GameUS Inc.",25
2015,"Gameware Studios",1
2015,"Gamieon, Inc.",1
2015,"Gaming Cats Studio",1
2015,"Gaming Minds Studios",1
2015,Gamious,1
2015,"Ganz Studio",1
2015,"Garage Monkey Studio",1
2015,"Garden Knight Games",1
2015,"Gateway Interactive",2
2015,"Gatling Goat Studios",1
2015,"Gato Salvaje S.L.",2
2015,Gausswerks,1
2015,"Gazillion Entertainment",9
2015,"GDT Limited",1
2015,"Gearbox Software",6
2015,"Geek Sloth Games",1
2015,GeekBeach,1
2015,GeexGames,1
2015,"General Arcade",1
2015,"Genetix Studio",1
2015,Gentlymad,3
2015,"George Neguceanu",1
2015,"Gereon Bartel",1
2015,"Gergely Zsolnay",1
2015,GG-Works,1
2015,"Ghost Crab Films",1
2015,"Ghost Crab Games",1
2015,"Ghost Machine",2
2015,GhostShark,1
2015,"Giant Army",1
2015,"Giant Enemy Labs",1
2015,"Giants Software",4
2015,"Gigatross Games",5
2015,"Ginger Labs LLC",1
2015,"Giorgi Abelashvili",2
2015,"Giovanni Rotondo",1
2015,"Giulia Airoldi",1
2015,Glacicle,1
2015,"Glass Bottom Games",4
2015,Glitchnap,1
2015,"Global Empire Soft",1
2015,"Glowstick Games",1
2015,"Gnarled Scar Manipulations",1
2015,"Gnarlynow Entertainment",1
2015,"Gneu LLC",2
2015,"Gnomic Studios",2
2015,"Goatee Games",1
2015,"Goblin Portal",1
2015,"GodSpeed Games",1
2015,"GOGII Games",1
2015,"Golden Gear Games",1
2015,"Golden Ruby Games",1
2015,"Gone North Games",1
2015,"Gone Off Deep",1
2015,"Gone Off Deep Productions",2
2015,"Good Day Games",1
2015,"Good Morning, Commander",2
2015,GoodVole,2
2015,gord10,1
2015,"Gothic Labs",1
2015,"GrabTheGames Studios",2
2015,"Gracious Films Ltd",1
2015,"Grandpa Pixel",1
2015,"Grandview Productions",1
2015,gravdev,1
2015,Graviteam,2
2015,"Gravity Games UG (haftungsbeschränkt)",1
2015,"Gravity Interactive",1
2015,"Gravity Interactive, Inc.",1
2015,"Gravvit Ltd",6
2015,"Great Cogs",1
2015,"Great Northerner",3
2015,"Great War Team",10
2015,"Green Sauce Games",1
2015,"Gregory Avery-Weir",2
2015,"Gremlin Interactive",4
2015,"Grey Alien Games",2
2015,"Grey Dog Software",5
2015,"GreyLight Entertainment",1
2015,"Grimm Bros, LLC",1
2015,GRIN,1
2015,"Grip Games",2
2015,"Grizzly Wolf Games LLC",1
2015,Gromada,2
2015,"Ground Shatter",2
2015,Grynsoft,1
2015,"Grzegorz Slazinski",2
2015,GTGD,1
2015,"Guard Crush Games",2
2015,"Guerrilla Bandit",1
2015,"GuGames Development",1
2015,"Guilherme Nunes Barbosa",1
2015,"Gun Media",1
2015,"Gunfire Games",2
2015,"Gunnar Games",2
2015,"Guru Games",3
2015,"Gustavo Santos",1
2015,"Guys From Andromeda LLC",1
2015,"HA Studio ltd.",1
2015,"Haemimont Games",13
2015,"Hajime Doujin Circle",2
2015,Halfbus,1
2015,"Halycon Media",1
2015,"Hammer Glass Studio",1
2015,"Hammer Labs",2
2015,"Hammerfall Publishing",2
2015,"Hammerspace Games",1
2015,"Hammerware, s.r.o.",1
2015,Hanabira,1
2015,"Hanaji Games",1
2015,"Hanako Games",2
2015,"Handelabra Games Inc.",8
2015,"HandMade Game",2
2015,HandyGames,1
2015,"Handyman Studios",1
2015,"Happion Labs",1
2015,HappyGiant,1
2015,"Harebrained Schemes",2
2015,"Harrison Walters",1
2015,"Harvester Games",1
2015,"Have another Cherry",3
2015,"HB Studios",2
2015,"HCP Games",2
2015,"HE SAW",1
2015,"Headless Wizard",2
2015,"Heart Shaped Games LLC",2
2015,"Heartbit Interactive",3
2015,"Heliocentric Studios",1
2015,"Hellbent Games",1
2015,"Hello There AB",2
2015,"Hellscape Games",1
2015,"Helsinki Noir",1
2015,"Henchman & Goon",2
2015,"Henrique Pegacha",1
2015,"Here Be Dragonz",1
2015,"HeroCraft Krasnodar",1
2015,"Herrero Games",1
2015,"Hesketh Studios",2
2015,"Heuristic Park",1
2015,"Hexdragonal Games",1
2015,"Hi-Rez Studios",2
2015,"Hidden Hallow Studio",1
2015,"HiFi Technologies",1
2015,"High Voltage Software",2
2015,"Highcliffe Media Publishing",1
2015,"Himalaya Studios",1
2015,"Hipix Studio",1
2015,"Historia Films",1
2015,"Hit the Crow",1
2015,Hitcents,1
2015,"HKFiftyOne Games",1
2015,"Holgersson Entertainment",1
2015,"Holotech Studios",6
2015,"Holy Priest",1
2015,"Home Groan Games",1
2015,"Home, James The Movie, LLC",1
2015,"Homemade Games",1
2015,homph,2
2015,Hoobalugalar_X,1
2015,"Hooligans Entertainment",1
2015,"Hoplite Research LLC",1
2015,"Hörberg Productions",1
2015,"Hosted Games",8
2015,"Hothouse Creations Ltd",1
2015,"House of Fables",1
2015,"House of Tales",4
2015,"House On Fire",1
2015,Huebotics,1
2015,"Human Punch Bowl, LLC",1
2015,"Humongous Entertainment",5
2015,HuniePot,3
2015,"Hunter Gatherer Games",1
2015,"Hunter Hamster",1
2015,"Husky Swim Team",1
2015,"Huy Phan",1
2015,"Hyde Games",1
2015,Hydezeke,2
2015,"Hydro Games",1
2015,"Hyein Go",9
2015,"Hyper Hippo Games",3
2015,"HyperDrive Games",1
2015,"HyperKat Games",2
2015,HyperSloth,2
2015,HYPYRYL,1
2015,I-Game-Art,1
2015,"i273 LLC",2
2015,"Ian Isaro",1
2015,Ibology,1
2015,"Icarus Development Team",1
2015,"ICE Entertainment",3
2015,"Ice Water Games",2
2015,"Ice-pick Lodge",1
2015,"Iced Lizard Games",2
2015,"Iceflake Studios",1
2015,"IceGames Studios",1
2015,"Icehole Games",1
2015,"iconical Ltd.",1
2015,"Icy Donut",1
2015,"id Software",1
